Index    Filename             Shape        X (px)     Y (px)
70       img_00070.jpg        cone         282.2      225.9
71       img_00071.jpg        cylinder     80.4       159.3
72       img_00072.jpg        cube         418.6      79.6
73       img_00073.jpg        cone         192.4      178.6
74       img_00074.jpg        cylinder     143.7      194.3
75       img_00075.jpg        sphere       336.0      212.9
76       img_00076.jpg        cylinder     334.4      267.5
77       img_00077.jpg        cube         416.4      138.0
78       img_00078.jpg        cube         594.4      236.8
79       img_00079.jpg        cube         594.4      102.6
80       img_00080.jpg        cone         370.5      170.9
81       img_00081.jpg        cube         115.5      280.9
82       img_00082.jpg        cone         468.4      70.6
83       img_00083.jpg        cylinder     35.8       166.8
84       img_00084.jpg        sphere       90.6       119.8
85       img_00085.jpg        cylinder     212.1      104.8
86       img_00086.jpg        cylinder     52.8       179.8
87       img_00087.jpg        cylinder     554.1      166.2
88       img_00088.jpg        cylinder     217.5      201.9
89       img_00089.jpg        sphere       44.2       182.5
90       img_00090.jpg        sphere       127.4      204.5
91       img_00091.jpg        sphere       77.8       119.6
92       img_00092.jpg        cylinder     64.4       245.7
93       img_00093.jpg        cylinder     341.5      70.8
94       img_00094.jpg        cube         455.8      145.4
95       img_00095.jpg        sphere       558.6      116.9
96       img_00096.jpg        cylinder     495.5      159.3
97       img_00097.jpg        sphere       557.5      279.4
98       img_00098.jpg        cylinder     434.7      143.8
99       img_00099.jpg        cylinder     125.4      191.4
100      img_00100.jpg        cylinder     189.3      153.2
101      img_00101.jpg        cone         187.5      95.0
102      img_00102.jpg        cone         225.5      136.4
103      img_00103.jpg        sphere       340.8      190.1
104      img_00104.jpg        sphere       63.0       196.1
105      img_00105.jpg        cylinder     303.8      112.0
106      img_00106.jpg        sphere       600.5      143.5
107      img_00107.jpg        cylinder     277.3      289.5
108      img_00108.jpg        sphere       220.9      100.5
109      img_00109.jpg        cone         94.4       154.2
110      img_00110.jpg        sphere       573.3      104.3
111      img_00111.jpg        cone         547.4      173.1
112      img_00112.jpg        cube         261.0      246.6
113      img_00113.jpg        cone         202.0      68.8
114      img_00114.jpg        cone         432.6      120.5
115      img_00115.jpg        cone         197.9      132.2
116      img_00116.jpg        cube         572.1      191.9
117      img_00117.jpg        cylinder     41.2       283.7
118      img_00118.jpg        sphere       302.6      223.6
119      img_00119.jpg        cone         179.2      78.2
120      img_00120.jpg        sphere       129.3      198.4
121      img_00121.jpg        sphere       144.4      138.5
122      img_00122.jpg        cone         506.4      183.8
123      img_00123.jpg        cube         590.0      171.5
124      img_00124.jpg        cylinder     129.3      165.4
125      img_00125.jpg        sphere       363.7      95.0
126      img_00126.jpg        sphere       355.6      277.8
127      img_00127.jpg        sphere       465.5      129.8
128      img_00128.jpg        cone         601.2      167.2
129      img_00129.jpg        sphere       200.9      86.7
130      img_00130.jpg        cube         53.3       234.4
131      img_00131.jpg        cube         448.7      113.5
132      img_00132.jpg        cone         109.6      197.9
133      img_00133.jpg        cube         307.3      152.6
134      img_00134.jpg        cylinder     254.1      81.7
135      img_00135.jpg        sphere       142.5      86.6
136      img_00136.jpg        cone         474.8      104.2
137      img_00137.jpg        cube         174.2      215.6
138      img_00138.jpg        cube         303.6      112.0
139      img_00139.jpg        cylinder     515.3      223.4
140      img_00140.jpg        sphere       443.7      162.1
141      img_00141.jpg        sphere       272.7      272.3
142      img_00142.jpg        cube         492.7      249.3
143      img_00143.jpg        cube         57.3       89.3
144      img_00144.jpg        sphere       239.1      66.4
145      img_00145.jpg        cube         311.9      90.5
146      img_00146.jpg        cylinder     96.8       217.1
147      img_00147.jpg        sphere       551.1      162.5
148      img_00148.jpg        cone         241.7      204.2
149      img_00149.jpg        cylinder     160.5      112.0
150      img_00150.jpg        cube         83.0       183.8
151      img_00151.jpg        cylinder     473.6      168.0
152      img_00152.jpg        sphere       517.9      103.5
153      img_00153.jpg        cylinder     149.6      70.6
154      img_00154.jpg        cone         98.1       267.3
155      img_00155.jpg        cone         251.4      229.3
156      img_00156.jpg        cylinder     589.7      79.0
157      img_00157.jpg        sphere       39.3       237.0
158      img_00158.jpg        cone         334.3      229.7
159      img_00159.jpg        cone         186.7      269.7
160      img_00160.jpg        cylinder     212.7      227.7
161      img_00161.jpg        cylinder     540.6      272.1
162      img_00162.jpg        cone         537.8      169.4
163      img_00163.jpg        sphere       226.9      244.6
164      img_00164.jpg        cube         143.9      261.7
165      img_00165.jpg        cube         289.9      276.5
166      img_00166.jpg        cylinder     569.8      118.7
167      img_00167.jpg        cone         527.2      178.8
168      img_00168.jpg        sphere       222.3      233.4
169      img_00169.jpg        cube         316.3      118.7
170      img_00170.jpg        cylinder     388.3      197.3
171      img_00171.jpg        cube         583.9      170.3
172      img_00172.jpg        cube         403.4      63.6
173      img_00173.jpg        cylinder     536.3      223.0
174      img_00174.jpg        cylinder     107.8      120.6
175      img_00175.jpg        cylinder     493.9      85.1
176      img_00176.jpg        cylinder     187.5      201.2
177      img_00177.jpg        sphere       300.7      66.5
178      img_00178.jpg        cone         122.0      68.1
179      img_00179.jpg        cube         233.0      153.7
180      img_00180.jpg        cube         477.6      203.6
181      img_00181.jpg        cone         398.0      266.1
182      img_00182.jpg        cube         498.9      149.7
183      img_00183.jpg        cylinder     535.6      106.3
184      img_00184.jpg        sphere       478.8      180.6
185      img_00185.jpg        cube         324.9      85.0
186      img_00186.jpg        sphere       444.3      141.1
187      img_00187.jpg        cylinder     384.9      196.7
188      img_00188.jpg        cone         424.9      202.4
189      img_00189.jpg        cylinder     458.4      73.2
190      img_00190.jpg        cylinder     483.4      70.8
191      img_00191.jpg        cylinder     257.8      272.4
192      img_00192.jpg        cone         378.7      277.6
193      img_00193.jpg        sphere       381.9      100.2
194      img_00194.jpg        sphere       193.6      224.6
195      img_00195.jpg        cone         314.8      89.4
196      img_00196.jpg        cube         190.7      270.5
197      img_00197.jpg        cylinder     514.4      154.5
198      img_00198.jpg        cylinder     90.2       86.6
199      img_00199.jpg        cone         135.5      64.4
200      img_00200.jpg        sphere       389.1      214.7
201      img_00201.jpg        cylinder     56.0       136.6
202      img_00202.jpg        sphere       88.8       224.2
203      img_00203.jpg        cube         178.6      102.6
204      img_00204.jpg        sphere       517.6      86.2
205      img_00205.jpg        cylinder     415.2      272.9
206      img_00206.jpg        cylinder     384.3      174.2
207      img_00207.jpg        cube         498.4      151.3
208      img_00208.jpg        cylinder     65.6       145.9
209      img_00209.jpg        cylinder     261.9      224.7
210      img_00210.jpg        sphere       281.5      84.2
211      img_00211.jpg        cube         261.0      201.4
212      img_00212.jpg        cylinder     408.4      156.4
213      img_00213.jpg        cube         71.2       193.0
214      img_00214.jpg        cylinder     297.9      100.1
215      img_00215.jpg        sphere       523.6      256.8
216      img_00216.jpg        cylinder     180.7      278.7
217      img_00217.jpg        cube         114.4      176.2
218      img_00218.jpg        cube         360.2      69.1
219      img_00219.jpg        sphere       515.3      214.9
220      img_00220.jpg        cone         429.4      174.9
221      img_00221.jpg        cone         341.5      205.8
222      img_00222.jpg        cube         114.2      183.2
223      img_00223.jpg        cone         384.6      216.8
224      img_00224.jpg        cone         537.5      232.7
225      img_00225.jpg        cube         52.8       153.5
226      img_00226.jpg        cylinder     331.5      126.6
227      img_00227.jpg        cube         74.0       258.2
228      img_00228.jpg        cube         552.2      188.9
229      img_00229.jpg        sphere       513.1      84.9
230      img_00230.jpg        cube         287.1      164.3
231      img_00231.jpg        cube         591.3      251.2
232      img_00232.jpg        cone         529.0      184.4
233      img_00233.jpg        sphere       348.2      195.2
234      img_00234.jpg        cube         432.6      81.2
235      img_00235.jpg        cylinder     546.4      182.1
236      img_00236.jpg        cube         475.9      153.8
237      img_00237.jpg        cube         595.8      146.8
238      img_00238.jpg        sphere       491.3      239.2
239      img_00239.jpg        sphere       540.6      159.8
240      img_00240.jpg        cone         447.7      199.7
241      img_00241.jpg        cone         412.1      200.4
242      img_00242.jpg        cube         182.5      81.7
243      img_00243.jpg        cube         112.6      234.4
244      img_00244.jpg        cylinder     394.4      97.4
245      img_00245.jpg        cone         164.9      220.7
246      img_00246.jpg        cone         552.7      220.9
247      img_00247.jpg        cylinder     362.5      81.8
248      img_00248.jpg        cube         337.6      233.0
249      img_00249.jpg        cone         58.4       113.9
250      img_00250.jpg        cube         245.1      164.7
251      img_00251.jpg        sphere       562.0      238.7
252      img_00252.jpg        cone         179.0      88.0
253      img_00253.jpg        cylinder     526.4      148.8
254      img_00254.jpg        cube         548.0      177.5
255      img_00255.jpg        cube         154.9      177.3
256      img_00256.jpg        cube         61.4       252.4
257      img_00257.jpg        cone         452.4      83.9
258      img_00258.jpg        cube         406.8      153.2
259      img_00259.jpg        sphere       322.6      287.9
260      img_00260.jpg        cone         298.6      168.5
261      img_00261.jpg        cylinder     222.2      272.4
262      img_00262.jpg        sphere       471.5      104.3
263      img_00263.jpg        cone         150.8      115.8
264      img_00264.jpg        cylinder     399.1      96.5
265      img_00265.jpg        cone         540.3      98.9
266      img_00266.jpg        cylinder     148.7      179.7
267      img_00267.jpg        cube         316.9      144.6
268      img_00268.jpg        cylinder     381.0      157.9
269      img_00269.jpg        cube         577.8      127.9
270      img_00270.jpg        cylinder     581.0      225.2
271      img_00271.jpg        cylinder     544.0      140.7
272      img_00272.jpg        cone         498.8      277.5
273      img_00273.jpg        cylinder     232.7      121.3
274      img_00274.jpg        cone         450.0      84.4
275      img_00275.jpg        sphere       422.2      122.1
276      img_00276.jpg        sphere       260.7      155.2
277      img_00277.jpg        sphere       349.4      234.9
278      img_00278.jpg        cylinder     66.3       125.6
279      img_00279.jpg        cylinder     503.2      123.7
280      img_00280.jpg        cube         568.0      66.0
281      img_00281.jpg        cone         135.9      139.6
282      img_00282.jpg        cube         220.1      192.0
283      img_00283.jpg        cylinder     323.6      103.0
284      img_00284.jpg        cylinder     345.7      259.6
285      img_00285.jpg        cone         423.3      107.8
286      img_00286.jpg        cone         91.4       78.5
287      img_00287.jpg        cube         69.5       164.9
288      img_00288.jpg        cube         70.5       289.3
289      img_00289.jpg        cube         53.4       91.7
290      img_00290.jpg        sphere       557.7      207.4
291      img_00291.jpg        sphere       435.9      69.8
292      img_00292.jpg        cone         274.9      203.8
293      img_00293.jpg        cylinder     40.1       212.8
294      img_00294.jpg        cylinder     158.1      212.1
295      img_00295.jpg        sphere       339.3      163.7
296      img_00296.jpg        cone         463.4      232.9
297      img_00297.jpg        cube         423.2      161.0
298      img_00298.jpg        cylinder     516.4      149.2
299      img_00299.jpg        cone         432.9      91.9
300      img_00300.jpg        cylinder     394.3      140.1
301      img_00301.jpg        cone         141.3      148.4
302      img_00302.jpg        cylinder     443.4      128.3
303      img_00303.jpg        sphere       351.8      92.1
304      img_00304.jpg        cube         100.6      125.4
305      img_00305.jpg        cube         73.9       133.3
306      img_00306.jpg        cone         551.6      173.5
307      img_00307.jpg        cone         475.3      106.2
308      img_00308.jpg        cone         512.2      252.6
309      img_00309.jpg        cylinder     477.4      87.6
310      img_00310.jpg        sphere       70.4       202.1
311      img_00311.jpg        cone         197.5      168.6
312      img_00312.jpg        cylinder     564.7      261.2
313      img_00313.jpg        cube         282.7      160.5
314      img_00314.jpg        cone         338.1      112.8
315      img_00315.jpg        cone         395.4      127.3
316      img_00316.jpg        cone         388.8      238.7
317      img_00317.jpg        cylinder     165.3      194.7
318      img_00318.jpg        cylinder     171.2      181.0
319      img_00319.jpg        cone         169.1      115.3
320      img_00320.jpg        cube         449.4      242.9
321      img_00321.jpg        cube         469.2      112.8
322      img_00322.jpg        cylinder     122.8      139.2
323      img_00323.jpg        cone         108.7      68.0
324      img_00324.jpg        sphere       377.9      247.0
325      img_00325.jpg        sphere       333.3      82.1
326      img_00326.jpg        cylinder     197.8      101.4
327      img_00327.jpg        cone         317.1      160.0
328      img_00328.jpg        cone         160.8      149.6
329      img_00329.jpg        cone         261.6      151.9
330      img_00330.jpg        cone         407.3      84.8
331      img_00331.jpg        cone         409.8      194.2
332      img_00332.jpg        sphere       397.7      89.1
333      img_00333.jpg        cone         188.2      147.9
334      img_00334.jpg        cube         101.2      252.7
335      img_00335.jpg        cone         176.2      114.6
336      img_00336.jpg        cone         54.1       109.4
337      img_00337.jpg        sphere       235.7      219.6
338      img_00338.jpg        cone         417.2      285.4
339      img_00339.jpg        sphere       457.0      147.7
340      img_00340.jpg        cone         248.8      220.9
341      img_00341.jpg        cube         254.9      127.2
342      img_00342.jpg        cube         496.0      88.8
343      img_00343.jpg        cylinder     213.5      216.9
344      img_00344.jpg        sphere       571.1      120.3
345      img_00345.jpg        cube         56.7       256.4
346      img_00346.jpg        cylinder     582.1      283.6
347      img_00347.jpg        cone         556.3      91.8
348      img_00348.jpg        cube         80.9       170.4
349      img_00349.jpg        cone         67.8       157.9
350      img_00350.jpg        cone         142.2      81.0
351      img_00351.jpg        cube         583.5      146.0
352      img_00352.jpg        cylinder     347.7      206.3
353      img_00353.jpg        cylinder     58.0       149.7
354      img_00354.jpg        cylinder     446.2      96.8
355      img_00355.jpg        cube         460.6      181.8
356      img_00356.jpg        cylinder     53.3       84.1
357      img_00357.jpg        sphere       257.8      79.1
358      img_00358.jpg        cone         500.9      129.6
359      img_00359.jpg        cone         556.8      265.0
360      img_00360.jpg        sphere       458.0      147.8
361      img_00361.jpg        sphere       387.9      245.4
362      img_00362.jpg        cube         567.3      266.6
363      img_00363.jpg        sphere       115.7      139.3
364      img_00364.jpg        cone         87.1       274.8
365      img_00365.jpg        cylinder     394.6      214.3
366      img_00366.jpg        cube         488.1      189.6
367      img_00367.jpg        cube         447.2      120.4
368      img_00368.jpg        cone         272.7      225.2
369      img_00369.jpg        cone         550.7      110.2
370      img_00370.jpg        cone         542.0      252.4
371      img_00371.jpg        cube         155.4      82.6
372      img_00372.jpg        cube         508.0      241.6
373      img_00373.jpg        cone         542.9      278.5
374      img_00374.jpg        sphere       46.8       165.1
375      img_00375.jpg        cone         510.4      228.8
376      img_00376.jpg        cube         88.4       285.5
377      img_00377.jpg        cube         63.6       276.6
378      img_00378.jpg        cube         581.0      224.2
379      img_00379.jpg        sphere       183.9      119.1
380      img_00380.jpg        sphere       109.4      109.1
381      img_00381.jpg        sphere       86.1       204.1
382      img_00382.jpg        sphere       345.1      182.6
383      img_00383.jpg        sphere       533.8      158.3
384      img_00384.jpg        cube         71.6       180.2
385      img_00385.jpg        cube         199.1      107.4
386      img_00386.jpg        cylinder     584.3      80.9
387      img_00387.jpg        sphere       402.1      145.9
388      img_00388.jpg        cone         558.9      76.5
389      img_00389.jpg        cube         510.2      101.5
390      img_00390.jpg        sphere       333.7      232.7
391      img_00391.jpg        cone         127.6      131.5
392      img_00392.jpg        cone         460.4      149.6
393      img_00393.jpg        cone         235.0      138.0
394      img_00394.jpg        cube         284.6      104.3
395      img_00395.jpg        cube         160.6      152.9
396      img_00396.jpg        sphere       227.1      74.4
397      img_00397.jpg        cylinder     109.6      136.6
398      img_00398.jpg        cylinder     576.4      162.3
399      img_00399.jpg        sphere       321.6      200.1
400      img_00400.jpg        cone         504.7      172.3
401      img_00401.jpg        cylinder     328.4      113.9
402      img_00402.jpg        cube         570.2      251.3
403      img_00403.jpg        sphere       231.1      149.9
404      img_00404.jpg        cone         324.9      134.3
405      img_00405.jpg        sphere       145.9      134.5
406      img_00406.jpg        cylinder     64.9       267.6
407      img_00407.jpg        cube         87.2       68.8
408      img_00408.jpg        cone         485.9      216.2
409      img_00409.jpg        sphere       220.6      242.3
410      img_00410.jpg        sphere       376.0      84.4
411      img_00411.jpg        sphere       348.0      191.0
412      img_00412.jpg        cone         139.1      243.3
413      img_00413.jpg        cylinder     318.1      155.2
414      img_00414.jpg        cube         141.0      237.1
415      img_00415.jpg        cylinder     498.5      132.6
416      img_00416.jpg        cube         119.9      90.9
417      img_00417.jpg        cone         460.9      197.2
418      img_00418.jpg        cube         381.4      95.4
419      img_00419.jpg        cube         439.1      282.0
420      img_00420.jpg        cube         593.4      76.3
421      img_00421.jpg        cylinder     525.3      217.3
422      img_00422.jpg        cone         189.3      84.0
423      img_00423.jpg        cube         108.1      137.1
424      img_00424.jpg        cylinder     343.5      285.5
425      img_00425.jpg        sphere       258.7      66.1
426      img_00426.jpg        cube         103.9      85.0
427      img_00427.jpg        cube         44.2       203.0
428      img_00428.jpg        cylinder     224.1      221.5
429      img_00429.jpg        cylinder     349.4      272.1
430      img_00430.jpg        sphere       567.8      134.4
431      img_00431.jpg        cube         305.8      195.2
432      img_00432.jpg        cube         600.1      272.5
433      img_00433.jpg        cone         598.1      147.3
434      img_00434.jpg        cone         416.0      115.7
435      img_00435.jpg        cylinder     420.8      279.6
436      img_00436.jpg        cube         455.4      236.8
437      img_00437.jpg        sphere       411.8      137.0
438      img_00438.jpg        cube         285.3      171.4
439      img_00439.jpg        sphere       523.7      115.2
440      img_00440.jpg        cube         418.0      113.5
441      img_00441.jpg        cone         339.5      264.5
442      img_00442.jpg        cube         163.9      68.6
443      img_00443.jpg        sphere       334.8      113.4
444      img_00444.jpg        cube         224.4      249.5
445      img_00445.jpg        cylinder     578.8      258.0
446      img_00446.jpg        cone         65.4       153.4
447      img_00447.jpg        cube         540.6      227.1
448      img_00448.jpg        cube         117.0      166.3
449      img_00449.jpg        cube         347.5      123.7
450      img_00450.jpg        cube         164.0      195.7
451      img_00451.jpg        cone         171.4      124.3
452      img_00452.jpg        cube         399.5      181.7
453      img_00453.jpg        cube         296.2      132.0
454      img_00454.jpg        cube         81.2       228.4
455      img_00455.jpg        cube         201.3      94.8
456      img_00456.jpg        cube         445.1      157.9
457      img_00457.jpg        sphere       448.3      229.1
458      img_00458.jpg        cone         481.5      244.5
459      img_00459.jpg        cube         572.6      233.4
460      img_00460.jpg        cone         237.3      204.6
461      img_00461.jpg        sphere       65.8       91.7
462      img_00462.jpg        cylinder     379.5      220.3
463      img_00463.jpg        cube         271.5      108.4
464      img_00464.jpg        sphere       357.0      164.9
465      img_00465.jpg        cube         202.0      267.7
466      img_00466.jpg        cube         468.6      217.7
467      img_00467.jpg        cylinder     549.4      94.1
468      img_00468.jpg        cube         353.0      88.5
469      img_00469.jpg        cube         297.4      264.7
470      img_00470.jpg        cube         267.9      271.7
471      img_00471.jpg        cone         182.2      86.5
472      img_00472.jpg        cylinder     469.0      99.9
473      img_00473.jpg        cone         51.4       213.5
474      img_00474.jpg        cone         125.8      257.2
475      img_00475.jpg        cylinder     103.9      97.6
476      img_00476.jpg        cube         277.9      213.0
477      img_00477.jpg        cylinder     209.3      77.4
478      img_00478.jpg        cylinder     149.4      258.7
479      img_00479.jpg        cone         386.2      210.5
480      img_00480.jpg        cone         100.5      131.6
481      img_00481.jpg        cylinder     192.8      141.8
482      img_00482.jpg        sphere       72.7       215.4
483      img_00483.jpg        cylinder     265.7      248.5
484      img_00484.jpg        cube         461.6      75.6
485      img_00485.jpg        sphere       161.3      108.5
486      img_00486.jpg        cylinder     507.7      239.6
487      img_00487.jpg        cylinder     346.4      247.7
488      img_00488.jpg        sphere       564.2      135.1
489      img_00489.jpg        cylinder     77.0       126.4
490      img_00490.jpg        cylinder     347.3      229.2
491      img_00491.jpg        cylinder     43.7       195.7
492      img_00492.jpg        cylinder     48.4       92.3
493      img_00493.jpg        sphere       406.6      245.7
494      img_00494.jpg        sphere       194.0      90.0
495      img_00495.jpg        cube         612.4      287.2
496      img_00496.jpg        cube         144.8      137.4
497      img_00497.jpg        cube         194.9      138.3
498      img_00498.jpg        cylinder     127.8      268.2
499      img_00499.jpg        cube         338.0      88.8
500      img_00500.jpg        cylinder     311.1      79.3
501      img_00501.jpg        cylinder     390.3      195.0
502      img_00502.jpg        cone         56.9       106.5
503      img_00503.jpg        cylinder     419.9      223.3
504      img_00504.jpg        sphere       463.7      194.6
505      img_00505.jpg        sphere       437.1      158.5
506      img_00506.jpg        cone         443.3      184.4
507      img_00507.jpg        sphere       337.8      100.7
508      img_00508.jpg        cube         439.0      202.7
509      img_00509.jpg        cube         525.3      249.7
510      img_00510.jpg        sphere       271.5      111.7
511      img_00511.jpg        sphere       506.8      112.7
512      img_00512.jpg        cylinder     145.7      154.9
513      img_00513.jpg        cube         294.5      201.9
514      img_00514.jpg        sphere       167.3      149.7
515      img_00515.jpg        cube         128.1      253.2
516      img_00516.jpg        cylinder     259.5      99.5
517      img_00517.jpg        cone         268.1      275.3
518      img_00518.jpg        cylinder     110.7      283.4
519      img_00519.jpg        cone         88.1       272.6
520      img_00520.jpg        cylinder     374.1      129.7
521      img_00521.jpg        cylinder     590.8      230.6
522      img_00522.jpg        cone         228.3      230.2
523      img_00523.jpg        sphere       393.3      62.6
524      img_00524.jpg        cube         127.7      228.3
525      img_00525.jpg        cylinder     126.7      116.6
526      img_00526.jpg        sphere       283.3      153.4
527      img_00527.jpg        cube         273.9      271.7
528      img_00528.jpg        cone         194.7      73.2
529      img_00529.jpg        cylinder     351.5      61.6
530      img_00530.jpg        cube         246.6      98.5
531      img_00531.jpg        sphere       509.5      165.9
532      img_00532.jpg        cube         110.4      247.3
533      img_00533.jpg        sphere       416.2      241.1
534      img_00534.jpg        cone         443.7      210.5
535      img_00535.jpg        cone         98.3       171.4
536      img_00536.jpg        sphere       401.0      276.7
537      img_00537.jpg        cone         216.0      181.2
538      img_00538.jpg        cone         331.6      87.3
539      img_00539.jpg        cylinder     456.1      238.4
540      img_00540.jpg        cone         129.4      92.4
541      img_00541.jpg        cylinder     305.8      111.1
542      img_00542.jpg        cone         499.9      168.0
543      img_00543.jpg        cube         395.0      115.7
544      img_00544.jpg        cube         140.1      177.0
545      img_00545.jpg        sphere       483.1      104.1
546      img_00546.jpg        cylinder     147.5      160.6
547      img_00547.jpg        cylinder     294.8      160.3
548      img_00548.jpg        sphere       167.3      85.8
549      img_00549.jpg        cylinder     566.7      190.5
550      img_00550.jpg        cone         365.8      77.4
551      img_00551.jpg        cube         60.7       165.4
552      img_00552.jpg        cone         446.8      219.9
553      img_00553.jpg        sphere       157.5      221.5
554      img_00554.jpg        cylinder     324.9      262.9
555      img_00555.jpg        sphere       176.7      273.8
556      img_00556.jpg        cube         514.3      182.3
557      img_00557.jpg        cylinder     224.8      222.5
558      img_00558.jpg        cube         61.8       209.5
559      img_00559.jpg        sphere       310.7      102.3
560      img_00560.jpg        sphere       188.2      221.1
561      img_00561.jpg        cone         397.7      106.9
562      img_00562.jpg        cone         45.6       217.2
563      img_00563.jpg        cube         476.1      273.7
564      img_00564.jpg        cube         131.5      192.7
565      img_00565.jpg        sphere       151.9      84.9
566      img_00566.jpg        cube         178.9      273.1
567      img_00567.jpg        cube         481.6      281.5
568      img_00568.jpg        sphere       298.5      263.6
569      img_00569.jpg        sphere       269.4      192.5
570      img_00570.jpg        cube         301.5      75.9
571      img_00571.jpg        cube         389.7      195.9
572      img_00572.jpg        cylinder     477.3      199.8
573      img_00573.jpg        sphere       350.0      253.0
574      img_00574.jpg        cylinder     203.2      273.3
575      img_00575.jpg        sphere       233.2      128.6
576      img_00576.jpg        cone         521.1      279.4
577      img_00577.jpg        sphere       549.0      102.9
578      img_00578.jpg        cylinder     563.0      164.0
579      img_00579.jpg        cone         438.5      80.0
580      img_00580.jpg        cube         122.6      158.3
581      img_00581.jpg        cylinder     419.3      156.6
582      img_00582.jpg        sphere       571.0      100.1
583      img_00583.jpg        cone         537.3      166.0
584      img_00584.jpg        cone         118.5      223.5
585      img_00585.jpg        cylinder     87.3       102.3
586      img_00586.jpg        cylinder     316.8      192.1
587      img_00587.jpg        cube         320.2      106.4
588      img_00588.jpg        cylinder     410.7      95.4
589      img_00589.jpg        cone         359.0      232.6
590      img_00590.jpg        cone         471.6      74.9
591      img_00591.jpg        cylinder     555.8      232.2
592      img_00592.jpg        cylinder     448.7      195.3
593      img_00593.jpg        cylinder     308.0      111.3
594      img_00594.jpg        cube         122.6      175.2
595      img_00595.jpg        cone         159.7      146.8
596      img_00596.jpg        cylinder     503.0      120.4
597      img_00597.jpg        sphere       524.2      102.5
598      img_00598.jpg        sphere       308.9      112.3
599      img_00599.jpg        sphere       312.8      117.7
600      img_00600.jpg        sphere       43.1       212.9
601      img_00601.jpg        cube         238.3      205.3
602      img_00602.jpg        sphere       374.2      241.1
603      img_00603.jpg        cone         373.4      225.0
604      img_00604.jpg        cone         175.9      208.7
605      img_00605.jpg        cone         174.7      140.8
606      img_00606.jpg        cube         93.9       115.0
607      img_00607.jpg        cone         106.0      229.8
608      img_00608.jpg        cone         600.3      279.4
609      img_00609.jpg        cube         480.2      113.7
610      img_00610.jpg        cube         567.7      78.7
611      img_00611.jpg        cone         319.3      80.4
612      img_00612.jpg        cone         181.6      162.9
